Time [s],CH2 [V]
2.000000e-03,-1.460000000000,
2.000000e-03,-1.420000000000,
2.000000e-03,-1.460000000000,
2.000000e-03,-1.440000000000,
2.000000e-03,-1.460000000000,
2.000000e-03,-1.460000000000,
2.000000e-03,-1.460000000000,
2.000000e-03,-1.460000000000,
2.000000e-03,-1.480000000000,
2.000000e-03,-1.440000000000,
2.000000e-03,-1.460000000000,
2.000000e-03,-1.460000000000,
2.000000e-03,-1.460000000000,
2.000000e-03,-1.460000000000,
2.000000e-03,-1.460000000000,
2.000000e-03,-1.440000000000,
2.000000e-03,-1.460000000000,
2.000000e-03,-1.460000000000,
2.000000e-03,-1.460000000000,
2.000000e-03,-1.460000000000,
2.000000e-03,-1.460000000000,
2.000000e-03,-1.460000000000,
2.000000e-03,-1.480000000000,
2.000000e-03,-1.460000000000,
2.000000e-03,-1.460000000000,
2.000000e-03,-1.480000000000,
2.000000e-03,-1.460000000000,
2.000000e-03,-1.460000000000,
2.000000e-03,-1.460000000000,
2.000000e-03,-1.460000000000,
2.000000e-03,-1.480000000000,
2.000000e-03,-1.460000000000,
2.000000e-03,-1.480000000000,
2.000000e-03,-1.460000000000,
2.000000e-03,-1.460000000000,
2.000000e-03,-1.460000000000,
2.000000e-03,-1.440000000000,
2.000000e-03,-1.460000000000,
2.000000e-03,-1.460000000000,
2.000000e-03,-1.460000000000,
2.000000e-03,-1.480000000000,
2.000000e-03,-1.480000000000,
2.000000e-03,-1.460000000000,
2.000000e-03,-1.460000000000,
2.000000e-03,-1.460000000000,
2.000000e-03,-1.480000000000,
2.000000e-03,-1.460000000000,
2.000000e-03,-1.460000000000,
2.000000e-03,-1.460000000000,
2.000000e-03,-1.460000000000,
2.000000e-03,-1.460000000000,
2.000000e-03,-1.460000000000,
2.000000e-03,-1.480000000000,
2.000000e-03,-1.460000000000,
2.000000e-03,-1.480000000000,
2.000000e-03,-1.480000000000,
2.000000e-03,-1.460000000000,
2.000000e-03,-1.460000000000,
2.000000e-03,-1.460000000000,
2.000000e-03,-1.480000000000,
2.000000e-03,-1.460000000000,
2.000000e-03,-1.460000000000,
2.000000e-03,-1.480000000000,
2.000000e-03,-1.460000000000,
2.000000e-03,-1.480000000000,
2.000000e-03,-1.480000000000,
2.000000e-03,-1.460000000000,
2.000000e-03,-1.460000000000,
2.000000e-03,-1.460000000000,
2.000000e-03,-1.480000000000,
2.000000e-03,-1.460000000000,
2.000000e-03,-1.480000000000,
2.000000e-03,-1.460000000000,
2.000000e-03,-1.460000000000,
2.000000e-03,-1.440000000000,
2.000000e-03,-1.460000000000,
2.000000e-03,-1.460000000000,
2.000000e-03,-1.460000000000,
2.000000e-03,-1.460000000000,
2.000000e-03,-1.480000000000,
2.000000e-03,-1.480000000000,
2.000000e-03,-1.460000000000,
2.000000e-03,-1.460000000000,
2.000000e-03,-1.460000000000,
2.000000e-03,-1.460000000000,
2.000000e-03,-1.460000000000,
2.000000e-03,-1.460000000000,
2.000000e-03,-1.460000000000,
2.000000e-03,-1.460000000000,
2.000000e-03,-1.460000000000,
2.000000e-03,-1.460000000000,
2.000000e-03,-1.460000000000,
2.000000e-03,-1.460000000000,
2.000000e-03,-1.460000000000,
2.000000e-03,-1.460000000000,
2.000000e-03,-1.480000000000,
2.000000e-03,-1.460000000000,
2.000000e-03,-1.480000000000,
2.000000e-03,-1.460000000000,
2.000000e-03,-1.460000000000,
2.000000e-03,-1.460000000000,
2.000000e-03,-1.460000000000,
2.000000e-03,-1.460000000000,
2.000000e-03,-1.460000000000,
2.000000e-03,-1.460000000000,
2.000000e-03,-1.460000000000,
2.000000e-03,-1.460000000000,
2.000000e-03,-1.460000000000,
2.000000e-03,-1.460000000000,
2.000000e-03,-1.460000000000,
2.000000e-03,-1.460000000000,
2.000000e-03,-1.480000000000,
2.000000e-03,-1.480000000000,
2.000000e-03,-1.460000000000,
2.000000e-03,-1.480000000000,
2.000000e-03,-1.480000000000,
2.000000e-03,-1.460000000000,
2.000000e-03,-1.460000000000,
2.000000e-03,-1.460000000000,
2.000000e-03,-1.480000000000,
2.000000e-03,-1.460000000000,
2.000000e-03,-1.460000000000,
2.000000e-03,-1.460000000000,
2.000000e-03,-1.480000000000,
2.000000e-03,-1.460000000000,
2.000000e-03,-1.460000000000,
2.000000e-03,-1.460000000000,
2.000000e-03,-1.460000000000,
2.000000e-03,-1.480000000000,
2.000000e-03,-1.460000000000,
2.000000e-03,-1.460000000000,
2.000000e-03,-1.480000000000,
2.000000e-03,-1.480000000000,
2.000000e-03,-1.480000000000,
2.000000e-03,-1.460000000000,
2.000000e-03,-1.460000000000,
2.000000e-03,-1.460000000000,
2.000000e-03,-1.460000000000,
2.000000e-03,-1.480000000000,
2.000000e-03,-1.460000000000,
2.000000e-03,-1.460000000000,
2.000000e-03,-1.480000000000,
2.000000e-03,-1.460000000000,
2.000000e-03,-1.460000000000,
2.000000e-03,-1.460000000000,
2.000000e-03,-1.460000000000,
2.000000e-03,-1.460000000000,
2.000000e-03,-1.480000000000,
2.000000e-03,-1.480000000000,
2.000000e-03,-1.460000000000,
2.000000e-03,-1.460000000000,
2.000000e-03,-1.480000000000,
2.000000e-03,-1.460000000000,
2.000000e-03,-1.500000000000,
2.000000e-03,-1.460000000000,
2.000000e-03,-1.460000000000,
2.000000e-03,-1.480000000000,
2.000000e-03,-1.460000000000,
2.000000e-03,-1.460000000000,
2.000000e-03,-1.460000000000,
2.000000e-03,-1.460000000000,
2.000000e-03,-1.460000000000,
2.000000e-03,-1.480000000000,
2.000000e-03,-1.480000000000,
2.000000e-03,-1.460000000000,
2.000000e-03,-1.480000000000,
2.000000e-03,-1.480000000000,
2.000000e-03,-1.440000000000,
2.000000e-03,-1.460000000000,
2.000000e-03,-1.460000000000,
2.000000e-03,-1.480000000000,
2.000000e-03,-1.480000000000,
2.000000e-03,-1.460000000000,
2.000000e-03,-1.480000000000,
2.000000e-03,-1.460000000000,
2.000000e-03,-1.460000000000,
2.000000e-03,-1.480000000000,
2.000000e-03,-1.480000000000,
2.000000e-03,-1.480000000000,
2.000000e-03,-1.460000000000,
2.000000e-03,-1.460000000000,
2.000000e-03,-1.440000000000,
2.000000e-03,-1.460000000000,
2.000000e-03,-1.480000000000,
2.000000e-03,-1.460000000000,
2.000000e-03,-1.480000000000,
2.000000e-03,-1.480000000000,
2.000000e-03,-1.500000000000,
2.000000e-03,-1.480000000000,
2.000000e-03,-1.460000000000,
2.000000e-03,-1.480000000000,
2.000000e-03,-1.480000000000,
2.000000e-03,-1.480000000000,
2.000000e-03,-1.480000000000,
2.000000e-03,-1.480000000000,
2.000000e-03,-1.480000000000,
2.000000e-03,-1.480000000000,
2.000000e-03,-1.460000000000,
2.000000e-03,-1.460000000000,
2.000000e-03,-1.460000000000,
2.000000e-03,-1.500000000000,
2.000000e-03,-1.480000000000,
2.000000e-03,-1.460000000000,
2.000000e-03,-1.460000000000,
2.000000e-03,-1.480000000000,
2.000000e-03,-1.480000000000,
2.000000e-03,-1.460000000000,
2.000000e-03,-1.460000000000,
2.000000e-03,-1.460000000000,
2.000000e-03,-1.480000000000,
2.000000e-03,-1.460000000000,
2.000000e-03,-1.460000000000,
2.000000e-03,-1.480000000000,
2.000000e-03,-1.460000000000,
2.000000e-03,-1.460000000000,
2.000000e-03,-1.480000000000,
2.000000e-03,-1.480000000000,
2.000000e-03,-1.480000000000,
2.000000e-03,-1.460000000000,
2.000000e-03,-1.460000000000,
2.000000e-03,-1.460000000000,
2.000000e-03,-1.460000000000,
2.000000e-03,-1.480000000000,
2.000000e-03,-1.480000000000,
2.000000e-03,-1.460000000000,
2.000000e-03,-1.480000000000,
2.000000e-03,-1.460000000000,
2.000000e-03,-1.460000000000,
2.000000e-03,-1.460000000000,
2.000000e-03,-1.460000000000,
2.000000e-03,-1.480000000000,
2.000000e-03,-1.480000000000,
2.000000e-03,-1.460000000000,
2.000000e-03,-1.460000000000,
2.000000e-03,-1.480000000000,
2.000000e-03,-1.480000000000,
2.000000e-03,-1.460000000000,
